identity,image_path,filename,partition
Andre_Agassi,data/lfw-deepfunneled/lfw-deepfunneled/Andre_Agassi/Andre_Agassi_0017.jpg,Andre_Agassi_0017.jpg,protected
Andy_Roddick,data/lfw-deepfunneled/lfw-deepfunneled/Andy_Roddick/Andy_Roddick_0005.jpg,Andy_Roddick_0005.jpg,protected
Andy_Roddick,data/lfw-deepfunneled/lfw-deepfunneled/Andy_Roddick/Andy_Roddick_0012.jpg,Andy_Roddick_0012.jpg,protected
Angela_Bassett,data/lfw-deepfunneled/lfw-deepfunneled/Angela_Bassett/Angela_Bassett_0003.jpg,Angela_Bassett_0003.jpg,protected
Angela_Bassett,data/lfw-deepfunneled/lfw-deepfunneled/Angela_Bassett/Angela_Bassett_0006.jpg,Angela_Bassett_0006.jpg,protected
Angelina_Jolie,data/lfw-deepfunneled/lfw-deepfunneled/Angelina_Jolie/Angelina_Jolie_0005.jpg,Angelina_Jolie_0005.jpg,protected
Angelina_Jolie,data/lfw-deepfunneled/lfw-deepfunneled/Angelina_Jolie/Angelina_Jolie_0015.jpg,Angelina_Jolie_0015.jpg,protected
Ann_Veneman,data/lfw-deepfunneled/lfw-deepfunneled/Ann_Veneman/Ann_Veneman_0004.jpg,Ann_Veneman_0004.jpg,protected
Ann_Veneman,data/lfw-deepfunneled/lfw-deepfunneled/Ann_Veneman/Ann_Veneman_0007.jpg,Ann_Veneman_0007.jpg,protected
Anna_Kournikova,data/lfw-deepfunneled/lfw-deepfunneled/Anna_Kournikova/Anna_Kournikova_0004.jpg,Anna_Kournikova_0004.jpg,protected
Anna_Kournikova,data/lfw-deepfunneled/lfw-deepfunneled/Anna_Kournikova/Anna_Kournikova_0011.jpg,Anna_Kournikova_0011.jpg,protected
Antonio_Palocci,data/lfw-deepfunneled/lfw-deepfunneled/Antonio_Palocci/Antonio_Palocci_0002.jpg,Antonio_Palocci_0002.jpg,protected
Antonio_Palocci,data/lfw-deepfunneled/lfw-deepfunneled/Antonio_Palocci/Antonio_Palocci_0004.jpg,Antonio_Palocci_0004.jpg,protected
Ari_Fleischer,data/lfw-deepfunneled/lfw-deepfunneled/Ari_Fleischer/Ari_Fleischer_0008.jpg,Ari_Fleischer_0008.jpg,protected
Ari_Fleischer,data/lfw-deepfunneled/lfw-deepfunneled/Ari_Fleischer/Ari_Fleischer_0012.jpg,Ari_Fleischer_0012.jpg,protected
Ariel_Sharon,data/lfw-deepfunneled/lfw-deepfunneled/Ariel_Sharon/Ariel_Sharon_0021.jpg,Ariel_Sharon_0021.jpg,protected
Ariel_Sharon,data/lfw-deepfunneled/lfw-deepfunneled/Ariel_Sharon/Ariel_Sharon_0039.jpg,Ariel_Sharon_0039.jpg,protected
Arminio_Fraga,data/lfw-deepfunneled/lfw-deepfunneled/Arminio_Fraga/Arminio_Fraga_0001.jpg,Arminio_Fraga_0001.jpg,protected
Arminio_Fraga,data/lfw-deepfunneled/lfw-deepfunneled/Arminio_Fraga/Arminio_Fraga_0004.jpg,Arminio_Fraga_0004.jpg,protected
Arnold_Schwarzenegger,data/lfw-deepfunneled/lfw-deepfunneled/Arnold_Schwarzenegger/Arnold_Schwarzenegger_0015.jpg,Arnold_Schwarzenegger_0015.jpg,protected
Arnold_Schwarzenegger,data/lfw-deepfunneled/lfw-deepfunneled/Arnold_Schwarzenegger/Arnold_Schwarzenegger_0030.jpg,Arnold_Schwarzenegger_0030.jpg,protected
Atal_Bihari_Vajpayee,data/lfw-deepfunneled/lfw-deepfunneled/Atal_Bihari_Vajpayee/Atal_Bihari_Vajpayee_0014.jpg,Atal_Bihari_Vajpayee_0014.jpg,protected
Atal_Bihari_Vajpayee,data/lfw-deepfunneled/lfw-deepfunneled/Atal_Bihari_Vajpayee/Atal_Bihari_Vajpayee_0019.jpg,Atal_Bihari_Vajpayee_0019.jpg,protected
Ben_Affleck,data/lfw-deepfunneled/lfw-deepfunneled/Ben_Affleck/Ben_Affleck_0003.jpg,Ben_Affleck_0003.jpg,protected
Ben_Affleck,data/lfw-deepfunneled/lfw-deepfunneled/Ben_Affleck/Ben_Affleck_0005.jpg,Ben_Affleck_0005.jpg,protected
Bill_Clinton,data/lfw-deepfunneled/lfw-deepfunneled/Bill_Clinton/Bill_Clinton_0016.jpg,Bill_Clinton_0016.jpg,protected
Bill_Clinton,data/lfw-deepfunneled/lfw-deepfunneled/Bill_Clinton/Bill_Clinton_0018.jpg,Bill_Clinton_0018.jpg,protected
Bill_Frist,data/lfw-deepfunneled/lfw-deepfunneled/Bill_Frist/Bill_Frist_0004.jpg,Bill_Frist_0004.jpg,protected
Bill_Frist,data/lfw-deepfunneled/lfw-deepfunneled/Bill_Frist/Bill_Frist_0009.jpg,Bill_Frist_0009.jpg,protected
Bill_Gates,data/lfw-deepfunneled/lfw-deepfunneled/Bill_Gates/Bill_Gates_0005.jpg,Bill_Gates_0005.jpg,protected
Bill_Gates,data/lfw-deepfunneled/lfw-deepfunneled/Bill_Gates/Bill_Gates_0012.jpg,Bill_Gates_0012.jpg,protected
Bill_Graham,data/lfw-deepfunneled/lfw-deepfunneled/Bill_Graham/Bill_Graham_0002.jpg,Bill_Graham_0002.jpg,protected
Bill_Graham,data/lfw-deepfunneled/lfw-deepfunneled/Bill_Graham/Bill_Graham_0003.jpg,Bill_Graham_0003.jpg,protected
Bill_McBride,data/lfw-deepfunneled/lfw-deepfunneled/Bill_McBride/Bill_McBride_0003.jpg,Bill_McBride_0003.jpg,protected
Bill_McBride,data/lfw-deepfunneled/lfw-deepfunneled/Bill_McBride/Bill_McBride_0007.jpg,Bill_McBride_0007.jpg,protected
Bill_Simon,data/lfw-deepfunneled/lfw-deepfunneled/Bill_Simon/Bill_Simon_0006.jpg,Bill_Simon_0006.jpg,protected
Bill_Simon,data/lfw-deepfunneled/lfw-deepfunneled/Bill_Simon/Bill_Simon_0009.jpg,Bill_Simon_0009.jpg,protected
Billy_Crystal,data/lfw-deepfunneled/lfw-deepfunneled/Billy_Crystal/Billy_Crystal_0001.jpg,Billy_Crystal_0001.jpg,protected
Billy_Crystal,data/lfw-deepfunneled/lfw-deepfunneled/Billy_Crystal/Billy_Crystal_0002.jpg,Billy_Crystal_0002.jpg,protected
Binyamin_Ben-Eliezer,data/lfw-deepfunneled/lfw-deepfunneled/Binyamin_Ben-Eliezer/Binyamin_Ben-Eliezer_0001.jpg,Binyamin_Ben-Eliezer_0001.jpg,protected
Binyamin_Ben-Eliezer,data/lfw-deepfunneled/lfw-deepfunneled/Binyamin_Ben-Eliezer/Binyamin_Ben-Eliezer_0006.jpg,Binyamin_Ben-Eliezer_0006.jpg,protected
Bob_Graham,data/lfw-deepfunneled/lfw-deepfunneled/Bob_Graham/Bob_Graham_0002.jpg,Bob_Graham_0002.jpg,protected
Bob_Graham,data/lfw-deepfunneled/lfw-deepfunneled/Bob_Graham/Bob_Graham_0003.jpg,Bob_Graham_0003.jpg,protected
Bob_Hope,data/lfw-deepfunneled/lfw-deepfunneled/Bob_Hope/Bob_Hope_0001.jpg,Bob_Hope_0001.jpg,protected
Bob_Hope,data/lfw-deepfunneled/lfw-deepfunneled/Bob_Hope/Bob_Hope_0006.jpg,Bob_Hope_0006.jpg,protected
Bob_Stoops,data/lfw-deepfunneled/lfw-deepfunneled/Bob_Stoops/Bob_Stoops_0003.jpg,Bob_Stoops_0003.jpg,protected
Bob_Stoops,data/lfw-deepfunneled/lfw-deepfunneled/Bob_Stoops/Bob_Stoops_0006.jpg,Bob_Stoops_0006.jpg,protected
Boris_Becker,data/lfw-deepfunneled/lfw-deepfunneled/Boris_Becker/Boris_Becker_0002.jpg,Boris_Becker_0002.jpg,protected
Boris_Becker,data/lfw-deepfunneled/lfw-deepfunneled/Boris_Becker/Boris_Becker_0006.jpg,Boris_Becker_0006.jpg,protected
Britney_Spears,data/lfw-deepfunneled/lfw-deepfunneled/Britney_Spears/Britney_Spears_0007.jpg,Britney_Spears_0007.jpg,protected
Britney_Spears,data/lfw-deepfunneled/lfw-deepfunneled/Britney_Spears/Britney_Spears_0011.jpg,Britney_Spears_0011.jpg,protected
Bulent_Ecevit,data/lfw-deepfunneled/lfw-deepfunneled/Bulent_Ecevit/Bulent_Ecevit_0004.jpg,Bulent_Ecevit_0004.jpg,protected
Bulent_Ecevit,data/lfw-deepfunneled/lfw-deepfunneled/Bulent_Ecevit/Bulent_Ecevit_0006.jpg,Bulent_Ecevit_0006.jpg,protected
Calista_Flockhart,data/lfw-deepfunneled/lfw-deepfunneled/Calista_Flockhart/Calista_Flockhart_0004.jpg,Calista_Flockhart_0004.jpg,protected
Calista_Flockhart,data/lfw-deepfunneled/lfw-deepfunneled/Calista_Flockhart/Calista_Flockhart_0005.jpg,Calista_Flockhart_0005.jpg,protected
Cameron_Diaz,data/lfw-deepfunneled/lfw-deepfunneled/Cameron_Diaz/Cameron_Diaz_0004.jpg,Cameron_Diaz_0004.jpg,protected
Cameron_Diaz,data/lfw-deepfunneled/lfw-deepfunneled/Cameron_Diaz/Cameron_Diaz_0006.jpg,Cameron_Diaz_0006.jpg,protected
Carlos_Menem,data/lfw-deepfunneled/lfw-deepfunneled/Carlos_Menem/Carlos_Menem_0005.jpg,Carlos_Menem_0005.jpg,protected
Carlos_Menem,data/lfw-deepfunneled/lfw-deepfunneled/Carlos_Menem/Carlos_Menem_0020.jpg,Carlos_Menem_0020.jpg,protected
Carlos_Moya,data/lfw-deepfunneled/lfw-deepfunneled/Carlos_Moya/Carlos_Moya_0012.jpg,Carlos_Moya_0012.jpg,protected
Carlos_Moya,data/lfw-deepfunneled/lfw-deepfunneled/Carlos_Moya/Carlos_Moya_0014.jpg,Carlos_Moya_0014.jpg,protected
Carmen_Electra,data/lfw-deepfunneled/lfw-deepfunneled/Carmen_Electra/Carmen_Electra_0001.jpg,Carmen_Electra_0001.jpg,protected
Carmen_Electra,data/lfw-deepfunneled/lfw-deepfunneled/Carmen_Electra/Carmen_Electra_0005.jpg,Carmen_Electra_0005.jpg,protected
Catherine_Zeta-Jones,data/lfw-deepfunneled/lfw-deepfunneled/Catherine_Zeta-Jones/Catherine_Zeta-Jones_0007.jpg,Catherine_Zeta-Jones_0007.jpg,protected
Catherine_Zeta-Jones,data/lfw-deepfunneled/lfw-deepfunneled/Catherine_Zeta-Jones/Catherine_Zeta-Jones_0011.jpg,Catherine_Zeta-Jones_0011.jpg,protected
Celine_Dion,data/lfw-deepfunneled/lfw-deepfunneled/Celine_Dion/Celine_Dion_0003.jpg,Celine_Dion_0003.jpg,protected
Celine_Dion,data/lfw-deepfunneled/lfw-deepfunneled/Celine_Dion/Celine_Dion_0004.jpg,Celine_Dion_0004.jpg,protected
Cesar_Gaviria,data/lfw-deepfunneled/lfw-deepfunneled/Cesar_Gaviria/Cesar_Gaviria_0004.jpg,Cesar_Gaviria_0004.jpg,protected
Cesar_Gaviria,data/lfw-deepfunneled/lfw-deepfunneled/Cesar_Gaviria/Cesar_Gaviria_0008.jpg,Cesar_Gaviria_0008.jpg,protected
Charles_Moose,data/lfw-deepfunneled/lfw-deepfunneled/Charles_Moose/Charles_Moose_0004.jpg,Charles_Moose_0004.jpg,protected
Charles_Moose,data/lfw-deepfunneled/lfw-deepfunneled/Charles_Moose/Charles_Moose_0006.jpg,Charles_Moose_0006.jpg,protected
Charles_Taylor,data/lfw-deepfunneled/lfw-deepfunneled/Charles_Taylor/Charles_Taylor_0003.jpg,Charles_Taylor_0003.jpg,protected
Charles_Taylor,data/lfw-deepfunneled/lfw-deepfunneled/Charles_Taylor/Charles_Taylor_0006.jpg,Charles_Taylor_0006.jpg,protected
Charlton_Heston,data/lfw-deepfunneled/lfw-deepfunneled/Charlton_Heston/Charlton_Heston_0002.jpg,Charlton_Heston_0002.jpg,protected
Charlton_Heston,data/lfw-deepfunneled/lfw-deepfunneled/Charlton_Heston/Charlton_Heston_0005.jpg,Charlton_Heston_0005.jpg,protected
Christine_Todd_Whitman,data/lfw-deepfunneled/lfw-deepfunneled/Christine_Todd_Whitman/Christine_Todd_Whitman_0003.jpg,Christine_Todd_Whitman_0003.jpg,protected
Christine_Todd_Whitman,data/lfw-deepfunneled/lfw-deepfunneled/Christine_Todd_Whitman/Christine_Todd_Whitman_0006.jpg,Christine_Todd_Whitman_0006.jpg,protected
Clay_Aiken,data/lfw-deepfunneled/lfw-deepfunneled/Clay_Aiken/Clay_Aiken_0003.jpg,Clay_Aiken_0003.jpg,protected
Clay_Aiken,data/lfw-deepfunneled/lfw-deepfunneled/Clay_Aiken/Clay_Aiken_0004.jpg,Clay_Aiken_0004.jpg,protected
Clint_Eastwood,data/lfw-deepfunneled/lfw-deepfunneled/Clint_Eastwood/Clint_Eastwood_0001.jpg,Clint_Eastwood_0001.jpg,protected
Clint_Eastwood,data/lfw-deepfunneled/lfw-deepfunneled/Clint_Eastwood/Clint_Eastwood_0003.jpg,Clint_Eastwood_0003.jpg,protected
Colin_Farrell,data/lfw-deepfunneled/lfw-deepfunneled/Colin_Farrell/Colin_Farrell_0004.jpg,Colin_Farrell_0004.jpg,protected
Colin_Farrell,data/lfw-deepfunneled/lfw-deepfunneled/Colin_Farrell/Colin_Farrell_0005.jpg,Colin_Farrell_0005.jpg,protected
Colin_Powell,data/lfw-deepfunneled/lfw-deepfunneled/Colin_Powell/Colin_Powell_0082.jpg,Colin_Powell_0082.jpg,protected
Colin_Powell,data/lfw-deepfunneled/lfw-deepfunneled/Colin_Powell/Colin_Powell_0114.jpg,Colin_Powell_0114.jpg,protected
Condoleezza_Rice,data/lfw-deepfunneled/lfw-deepfunneled/Condoleezza_Rice/Condoleezza_Rice_0002.jpg,Condoleezza_Rice_0002.jpg,protected
Condoleezza_Rice,data/lfw-deepfunneled/lfw-deepfunneled/Condoleezza_Rice/Condoleezza_Rice_0007.jpg,Condoleezza_Rice_0007.jpg,protected
Costas_Simitis,data/lfw-deepfunneled/lfw-deepfunneled/Costas_Simitis/Costas_Simitis_0001.jpg,Costas_Simitis_0001.jpg,protected
Costas_Simitis,data/lfw-deepfunneled/lfw-deepfunneled/Costas_Simitis/Costas_Simitis_0004.jpg,Costas_Simitis_0004.jpg,protected
David_Beckham,data/lfw-deepfunneled/lfw-deepfunneled/David_Beckham/David_Beckham_0008.jpg,David_Beckham_0008.jpg,protected
David_Beckham,data/lfw-deepfunneled/lfw-deepfunneled/David_Beckham/David_Beckham_0009.jpg,David_Beckham_0009.jpg,protected
David_Nalbandian,data/lfw-deepfunneled/lfw-deepfunneled/David_Nalbandian/David_Nalbandian_0011.jpg,David_Nalbandian_0011.jpg,protected
David_Nalbandian,data/lfw-deepfunneled/lfw-deepfunneled/David_Nalbandian/David_Nalbandian_0012.jpg,David_Nalbandian_0012.jpg,protected
David_Wells,data/lfw-deepfunneled/lfw-deepfunneled/David_Wells/David_Wells_0005.jpg,David_Wells_0005.jpg,protected
David_Wells,data/lfw-deepfunneled/lfw-deepfunneled/David_Wells/David_Wells_0006.jpg,David_Wells_0006.jpg,protected
Dennis_Hastert,data/lfw-deepfunneled/lfw-deepfunneled/Dennis_Hastert/Dennis_Hastert_0002.jpg,Dennis_Hastert_0002.jpg,protected
Dennis_Hastert,data/lfw-deepfunneled/lfw-deepfunneled/Dennis_Hastert/Dennis_Hastert_0003.jpg,Dennis_Hastert_0003.jpg,protected
Dennis_Kucinich,data/lfw-deepfunneled/lfw-deepfunneled/Dennis_Kucinich/Dennis_Kucinich_0005.jpg,Dennis_Kucinich_0005.jpg,protected
Dennis_Kucinich,data/lfw-deepfunneled/lfw-deepfunneled/Dennis_Kucinich/Dennis_Kucinich_0007.jpg,Dennis_Kucinich_0007.jpg,protected
Diana_Krall,data/lfw-deepfunneled/lfw-deepfunneled/Diana_Krall/Diana_Krall_0005.jpg,Diana_Krall_0005.jpg,protected
Diana_Krall,data/lfw-deepfunneled/lfw-deepfunneled/Diana_Krall/Diana_Krall_0006.jpg,Diana_Krall_0006.jpg,protected
Dick_Cheney,data/lfw-deepfunneled/lfw-deepfunneled/Dick_Cheney/Dick_Cheney_0011.jpg,Dick_Cheney_0011.jpg,protected
Dick_Cheney,data/lfw-deepfunneled/lfw-deepfunneled/Dick_Cheney/Dick_Cheney_0012.jpg,Dick_Cheney_0012.jpg,protected
Dominique_de_Villepin,data/lfw-deepfunneled/lfw-deepfunneled/Dominique_de_Villepin/Dominique_de_Villepin_0001.jpg,Dominique_de_Villepin_0001.jpg,protected
Dominique_de_Villepin,data/lfw-deepfunneled/lfw-deepfunneled/Dominique_de_Villepin/Dominique_de_Villepin_0015.jpg,Dominique_de_Villepin_0015.jpg,protected
Donald_Rumsfeld,data/lfw-deepfunneled/lfw-deepfunneled/Donald_Rumsfeld/Donald_Rumsfeld_0023.jpg,Donald_Rumsfeld_0023.jpg,protected
Donald_Rumsfeld,data/lfw-deepfunneled/lfw-deepfunneled/Donald_Rumsfeld/Donald_Rumsfeld_0120.jpg,Donald_Rumsfeld_0120.jpg,protected
Edmund_Stoiber,data/lfw-deepfunneled/lfw-deepfunneled/Edmund_Stoiber/Edmund_Stoiber_0004.jpg,Edmund_Stoiber_0004.jpg,protected
Edmund_Stoiber,data/lfw-deepfunneled/lfw-deepfunneled/Edmund_Stoiber/Edmund_Stoiber_0007.jpg,Edmund_Stoiber_0007.jpg,protected
Eduardo_Duhalde,data/lfw-deepfunneled/lfw-deepfunneled/Eduardo_Duhalde/Eduardo_Duhalde_0007.jpg,Eduardo_Duhalde_0007.jpg,protected
Eduardo_Duhalde,data/lfw-deepfunneled/lfw-deepfunneled/Eduardo_Duhalde/Eduardo_Duhalde_0012.jpg,Eduardo_Duhalde_0012.jpg,protected
Edward_Lu,data/lfw-deepfunneled/lfw-deepfunneled/Edward_Lu/Edward_Lu_0004.jpg,Edward_Lu_0004.jpg,protected
Edward_Lu,data/lfw-deepfunneled/lfw-deepfunneled/Edward_Lu/Edward_Lu_0006.jpg,Edward_Lu_0006.jpg,protected
Elsa_Zylberstein,data/lfw-deepfunneled/lfw-deepfunneled/Elsa_Zylberstein/Elsa_Zylberstein_0001.jpg,Elsa_Zylberstein_0001.jpg,protected
Elsa_Zylberstein,data/lfw-deepfunneled/lfw-deepfunneled/Elsa_Zylberstein/Elsa_Zylberstein_0005.jpg,Elsa_Zylberstein_0005.jpg,protected
Elton_John,data/lfw-deepfunneled/lfw-deepfunneled/Elton_John/Elton_John_0005.jpg,Elton_John_0005.jpg,protected
Elton_John,data/lfw-deepfunneled/lfw-deepfunneled/Elton_John/Elton_John_0006.jpg,Elton_John_0006.jpg,protected
Fernando_Gonzalez,data/lfw-deepfunneled/lfw-deepfunneled/Fernando_Gonzalez/Fernando_Gonzalez_0002.jpg,Fernando_Gonzalez_0002.jpg,protected
Fernando_Gonzalez,data/lfw-deepfunneled/lfw-deepfunneled/Fernando_Gonzalez/Fernando_Gonzalez_0003.jpg,Fernando_Gonzalez_0003.jpg,protected
Fernando_Henrique_Cardoso,data/lfw-deepfunneled/lfw-deepfunneled/Fernando_Henrique_Cardoso/Fernando_Henrique_Cardoso_0004.jpg,Fernando_Henrique_Cardoso_0004.jpg,protected
Fernando_Henrique_Cardoso,data/lfw-deepfunneled/lfw-deepfunneled/Fernando_Henrique_Cardoso/Fernando_Henrique_Cardoso_0007.jpg,Fernando_Henrique_Cardoso_0007.jpg,protected
Fidel_Castro,data/lfw-deepfunneled/lfw-deepfunneled/Fidel_Castro/Fidel_Castro_0003.jpg,Fidel_Castro_0003.jpg,protected
Fidel_Castro,data/lfw-deepfunneled/lfw-deepfunneled/Fidel_Castro/Fidel_Castro_0009.jpg,Fidel_Castro_0009.jpg,protected
Fujio_Cho,data/lfw-deepfunneled/lfw-deepfunneled/Fujio_Cho/Fujio_Cho_0004.jpg,Fujio_Cho_0004.jpg,protected
Fujio_Cho,data/lfw-deepfunneled/lfw-deepfunneled/Fujio_Cho/Fujio_Cho_0005.jpg,Fujio_Cho_0005.jpg,protected
Geoff_Hoon,data/lfw-deepfunneled/lfw-deepfunneled/Geoff_Hoon/Geoff_Hoon_0001.jpg,Geoff_Hoon_0001.jpg,protected
Geoff_Hoon,data/lfw-deepfunneled/lfw-deepfunneled/Geoff_Hoon/Geoff_Hoon_0002.jpg,Geoff_Hoon_0002.jpg,protected
George_Clooney,data/lfw-deepfunneled/lfw-deepfunneled/George_Clooney/George_Clooney_0004.jpg,George_Clooney_0004.jpg,protected
George_Clooney,data/lfw-deepfunneled/lfw-deepfunneled/George_Clooney/George_Clooney_0007.jpg,George_Clooney_0007.jpg,protected
George_HW_Bush,data/lfw-deepfunneled/lfw-deepfunneled/George_HW_Bush/George_HW_Bush_0002.jpg,George_HW_Bush_0002.jpg,protected
George_HW_Bush,data/lfw-deepfunneled/lfw-deepfunneled/George_HW_Bush/George_HW_Bush_0008.jpg,George_HW_Bush_0008.jpg,protected
George_Robertson,data/lfw-deepfunneled/lfw-deepfunneled/George_Robertson/George_Robertson_0007.jpg,George_Robertson_0007.jpg,protected
George_Robertson,data/lfw-deepfunneled/lfw-deepfunneled/George_Robertson/George_Robertson_0021.jpg,George_Robertson_0021.jpg,protected
George_W_Bush,data/lfw-deepfunneled/lfw-deepfunneled/George_W_Bush/George_W_Bush_0059.jpg,George_W_Bush_0059.jpg,protected
George_W_Bush,data/lfw-deepfunneled/lfw-deepfunneled/George_W_Bush/George_W_Bush_0478.jpg,George_W_Bush_0478.jpg,protected
Gerhard_Schroeder,data/lfw-deepfunneled/lfw-deepfunneled/Gerhard_Schroeder/Gerhard_Schroeder_0091.jpg,Gerhard_Schroeder_0091.jpg,protected
Gerhard_Schroeder,data/lfw-deepfunneled/lfw-deepfunneled/Gerhard_Schroeder/Gerhard_Schroeder_0106.jpg,Gerhard_Schroeder_0106.jpg,protected
Gerry_Adams,data/lfw-deepfunneled/lfw-deepfunneled/Gerry_Adams/Gerry_Adams_0002.jpg,Gerry_Adams_0002.jpg,protected
Gerry_Adams,data/lfw-deepfunneled/lfw-deepfunneled/Gerry_Adams/Gerry_Adams_0005.jpg,Gerry_Adams_0005.jpg,protected
Gloria_Macapagal_Arroyo,data/lfw-deepfunneled/lfw-deepfunneled/Gloria_Macapagal_Arroyo/Gloria_Macapagal_Arroyo_0010.jpg,Gloria_Macapagal_Arroyo_0010.jpg,protected
Gloria_Macapagal_Arroyo,data/lfw-deepfunneled/lfw-deepfunneled/Gloria_Macapagal_Arroyo/Gloria_Macapagal_Arroyo_0025.jpg,Gloria_Macapagal_Arroyo_0025.jpg,protected
Goldie_Hawn,data/lfw-deepfunneled/lfw-deepfunneled/Goldie_Hawn/Goldie_Hawn_0003.jpg,Goldie_Hawn_0003.jpg,protected
Goldie_Hawn,data/lfw-deepfunneled/lfw-deepfunneled/Goldie_Hawn/Goldie_Hawn_0007.jpg,Goldie_Hawn_0007.jpg,protected
Gonzalo_Sanchez_de_Lozada,data/lfw-deepfunneled/lfw-deepfunneled/Gonzalo_Sanchez_de_Lozada/Gonzalo_Sanchez_de_Lozada_0004.jpg,Gonzalo_Sanchez_de_Lozada_0004.jpg,protected
Gonzalo_Sanchez_de_Lozada,data/lfw-deepfunneled/lfw-deepfunneled/Gonzalo_Sanchez_de_Lozada/Gonzalo_Sanchez_de_Lozada_0007.jpg,Gonzalo_Sanchez_de_Lozada_0007.jpg,protected
Gordon_Brown,data/lfw-deepfunneled/lfw-deepfunneled/Gordon_Brown/Gordon_Brown_0009.jpg,Gordon_Brown_0009.jpg,protected
Gordon_Brown,data/lfw-deepfunneled/lfw-deepfunneled/Gordon_Brown/Gordon_Brown_0013.jpg,Gordon_Brown_0013.jpg,protected
Gray_Davis,data/lfw-deepfunneled/lfw-deepfunneled/Gray_Davis/Gray_Davis_0008.jpg,Gray_Davis_0008.jpg,protected
Gray_Davis,data/lfw-deepfunneled/lfw-deepfunneled/Gray_Davis/Gray_Davis_0014.jpg,Gray_Davis_0014.jpg,protected
